was,O
done,O
using,O
BioEdit,O
software,O
which,O
shows,O
total,O
conservation,O
across,O
four,O
sequences,O
which,O
were,O
retrieved,O
from,O
China,O
and,O
the,O
USA,O
(,O
Figure,O
3,O
),O
.,O
Applying,O
the,O
advanced,O
bioinformatics,O
tools,O
and,O
databases,O
",",O
various,O
peptide,O
-,O
based,O
vaccines,O
could,O
be,O
designed,O
where,O
the,O
peptides,O
act,O
as,O
ligands,O
[,O
61–63,O
],O
.,O
The,O
COVID-19,O
is,O
an,O
RNA,O
virus,O
which,O
tends,O
to,O
mutate,O
more,O
commonly,O
than,O
the,O
DNA,O
viruses,O
[,O
67,O
],O
.,O
These,O
mutations,O
lie,O
on,O
the,O
surface,O
of,O
the,O
protein,O
",",O
which,O
makes,O
COVID-19,O
more,O
superior,O
than,O
other,O
previous,O
strains,O
by,O
inducing,O
its,O
sustainability,O
leaving,O
the,O
immune,O
system,O
in,O
a,O
blind,O
spot,O
[,O
68,O
],O
.,O
In,O
our,O
present,O
work,O
",",O
different,O
peptides,O
were,O
proposed,O
for,O
designing,O
a,O
vaccine,O
against,O
COVID-19,O
(,O
Figure,O
1,O
),O
.,O
In,O
the,O
beginning,O
",",O
the,O
whole,O
genome,O
of,O
COVID-19,O
was,O
analyzed,O
by,O
a,O
comparative,O
genomic,O
approach,O
to,O
determine,O
the,O
potential,O
antigenic,O
target,O
[,O
69,O
],O
.,O
The,O
Artemis,O
Comparison,O
Tool,O
(,O
ACT,O
),O
was,O
used,O
to,O
analyze,O
human,O
coronavirus,O
(,O
HCoV,O
-,O
HKU1,O
),O
reference,O
sequence,O
vs.,O
Wuhan,O
-,O
Hu-1,O
COVID-19,O
.,O
New,O
genes,O
(,O
ORF8,O
and,O
ORF6,O
),O
were,O
found,O
inserted,O
in,O
COVID-19,O
which,O
were,O
absent,O
in,O
HCoV,O
-,O
HKU1,O
that,O
might,O
be,O
acquired,O
by,O
the,O
horizontal,O
gene,O
transmission,O
[,O
70,O
],O
.,O
Multiple,O
sequence,O
alignment,O
(,O
MSA,O
),O
was,O
performed,O
using,O
ClustalW,O
for,O
the,O
seven,O
strains,O
of,O
coronavirus,O
",",O
which,O
are,O
COVID-19,O
(,O
NC_04551,S-AccessionNumber
),O
",",O
SARS,O
-,O
CoV,O
(,O
FJ211859,S-AccessionNumber
),O
",",O
MESA,O
-,O
CoV,O
(,O
NC_019843,S-AccessionNumber
),O
",",O
HCoV,O
-,O
HKU1,O
(,O
AY884001,S-AccessionNumber
),O
",",O
HCoV,O
-,O
OC43,O
(,O
KF923903,S-AccessionNumber
),O
",",O
HCoV,O
-,O
NL63,O
(,O
NC_005831,S-AccessionNumber
),O
",",O
and,O
HCoV-229E,O
(,O
KY983587,S-AccessionNumber
),O
.,O
The,O
maximum,O
likelihood,O
phylogenetic,O
tree,O
revealed,O
that,O
COVID-19,O
is,O
found,O
in,O
the,O
same,O
clade,O
of,O
SARS,O
-,O
CoV,O
;,O
thus,O
",",O
the,O
two,O
strains,O
are,O
highly,O
related,O
to,O
each,O
other,O
(,O
Figure,O
4,O
),O
.,O
Unfortunately,O
",",O
IEDB,S-Repository
 ,O
did,O
not,O
give,O
any,O
result,O
for,O
B,O
-,O
cell,O
epitopes,O
;,O
this,O
might,O
be,O
due,O
to,O
the,O
length,O
of,O
the,O
COVID-19,O
(,O
75,O
amino,O
acids,O
),O
.,O
Although,O
both,O
flu,O
and,O
anti,O
-,O
HIV,O
drugs,O
are,O
used,O
currently,O
in,O
China,O
for,O
treatment,O
of,O
COVID-19,O
",",O
chloroquine,O
phosphate,O
",",O
an,O
old,O
drug,O
for,O
treatment,O
of,O
malaria,O
",",O
has,O
recently,O
been,O
found,O
to,O
have,O
apparent,O
efficacy,O
and,O
acceptable,O
safety,O
against,O
COVID-19,O
[,O
77,O
",",O
78,O
],O
;,O
nevertheless,O
",",O
more,O
studies,O
are,O
required,O
to,O
standardize,O
these,O
therapies,O
.,O
To,O
the,O
best,O
of,O
our,O
knowledge,O
",",O
this,O
is,O
the,O
first,O
study,O
to,O
identify,O
certain,O
peptides,O
in,O
the,O
envelope,O
(,O
E,O
),O
protein,O
as,O
candidates,O
for,O
COVID-19,O
.,O
Within,O
few,O
weeks,O
",",O
the,O
World,O
Health,O
Organization,O
(,O
WHO,O
),O
announced,O
a,O
novel,O
coronavirus,O
designated,O
as,O
coronavirus,O
disease,O
2019,O
(,O
COVID-19,O
),O
.,O
Currently,O
",",O
there,O
is,O
no,O
vaccine,O
or,O
approved,O
treatment,O
for,O
this,O
emerging,O
infection,O
;,O
thus,O
",",O
the,O
objective,O
of,O
this,O
study,O
is,O
to,O
design,O
a,O
multiepitope,O
peptide,O
vaccine,O
against,O
COVID-19,O
using,O
an,O
immunoinformatics,O
approach,O
.,O
Results,O
 ,O
Extensive,O
mutations,O
",",O
insertion,O
",",O
and,O
deletion,O
were,O
discovered,O
with,O
comparative,O
sequencing,O
in,O
the,O
COVID-19,O
strain,O
.,O
The,O
T,O
-,O
cell,O
epitope,O
-,O
based,O
peptide,O
vaccine,O
was,O
designed,O
for,O
COVID-19,O
using,O
the,O
envelope,O
protein,O
as,O
an,O
immunogenic,O
target,O
.,O
With,O
the,O
raging,O
COVID-19,O
pandemic,O
ongoing,O
",",O
the,O
interaction,O
between,O
aging,O
and,O
immune,O
response,O
to,O
the,O
pathogen,O
SARS,O
-,O
CoV-2,O
has,O
attracted,O
great,O
attention,O
.,O
It,O
has,O
been,O
widely,O
reported,O
that,O
elderly,O
people,O
are,O
more,O
susceptible,O
to,O
COVID-19,O
and,O
",",O
once,O
infected,O
",",O
the,O
consequence,O
is,O
much,O
more,O
severe,O
.,O
The,O
deaths,O
associated,O
with,O
COVID-19,O
have,O
been,O
largely,O
attributed,O
to,O
respiratory,O
failure,O
",",O
sepsis,O
",",O
cardiac,O
failure,O
",",O
kidney,O
injury,O
",",O
or,O
coagulopathy,O
.,O
Having,O
quantified,O
the,O
changes,O
in,O
PBMC,O
due,O
to,O
aging,O
",",O
the,O
authors,O
went,O
on,O
to,O
analyze,O
the,O
interaction,O
between,O
aging,O
and,O
COVID-19,O
.,O
Through,O
a,O
four,O
-,O
way,O
comparison,O
of,O
young,O
and,O
old,O
subjects,O
with,O
and,O
without,O
COVID-19,O
",",O
the,O
authors,O
found,O
that,O
COVID-19,O
infections,O
lead,O
to,O
a,O
depletion,O
of,O
TC,O
and,O
an,O
increase,O
of,O
MC,O
population,O
",",O
and,O
in,O
particular,O
a,O
depletion,O
of,O
CD4,O
+,O
naive,O
TC,O
and,O
increase,O
of,O
CD16,O
+,O
MC,O
",",O
and,O
that,O
aged,O
subjects,O
with,O
COVID-19,O
further,O
exacerbated,O
these,O
trends,O
.,O
Since,O
CD16,O
+,O
MC,O
has,O
highly,O
pro,O
-,O
inflammatory,O
properties,O
(,O
e.g.,O
",",O
high,O
expression,O
of,O
proinflammatory,O
cytokines,O
),O
compared,O
with,O
the,O
non,O
-,O
CD16,O
expressing,O
classic,O
monocytes,O
and,O
are,O
expanded,O
in,O
various,O
inflammatory,O
diseases,O
(,O
Ziegler,O
-,O
Heitbrock,O
",",O
2007,O
),O
",",O
the,O
observation,O
of,O
Zheng,O
et,O
al,O
.,O
",",O
suggests,O
that,O
aging,O
and,O
COVID-19,O
act,O
synergistically,O
to,O
drain,O
the,O
adaptive,O
immune,O
system,O
and,O
to,O
exacerbate,O
the,O
overly,O
inflammatory,O
response,O
that,O
may,O
be,O
partially,O
responsible,O
for,O
the,O
severity,O
of,O
the,O
infection,O
in,O
aged,O
patients,O
.,O
Future,O
studies,O
should,O
examine,O
the,O
interactions,O
between,O
aging,O
and,O
other,O
viral,O
infections,O
using,O
a,O
similar,O
approach,O
",",O
to,O
see,O
whether,O
the,O
observed,O
effect,O
is,O
general,O
or,O
specific,O
to,O
COVID-19,O
.,O
Three,O
genetic,O
-,O
related,O
models,O
for,O
predisposition,O
to,O
COVID-19,O
could,O
be,O
described,O
:,O
1,O
-,O
Common,O
variants,O
in,O
multiple,O
loci,O
that,O
have,O
weak,O
effect,O
through,O
single,O
contribution,O
.,O
2,O
-,O
Moderately,O
rare,O
variants,O
in,O
limited,O
genes,O
are,O
expected,O
to,O
have,O
strong,O
effects,O
",",O
and,O
thus,O
be,O
highly,O
penetrant,O
and,O
even,O
dominant,O
trait,O
as,O
long,O
as,O
COVID-19,O
infection,O
is,O
considered,O
.,O
The,O
concept,O
of,O
susceptibility,O
to,O
COVID-19,O
is,O
getting,O
more,O
and,O
more,O
complex,O
when,O
gene,O
interactions,O
with,O
environment,O
factors,O
",",O
such,O
as,O
smoking,O
",",O
are,O
considered,O
(,O
see,O
Fig,O
.,O
1,O
),O
.,O
The,O
receptor,O
-,O
binding,O
domain,O
(,O
RBD,O
),O
of,O
the,O
COVID-19,O
spike,O
-,O
protein,O
shows,O
strong,O
interaction,O
with,O
human,O
angiotensin,O
-,O
converting,O
enzyme,O
2,O
(,O
ACE2,O
),O
receptor,O
.,O
Consequently,O
",",O
ACE2,O
genetic,O
variants,O
that,O
could,O
affect,O
its,O
gene,O
expression,O
",",O
protein,O
conformation,O
",",O
and,O
protein,O
stability,O
are,O
the,O
one,O
of,O
most,O
questionable,O
underlying,O
factors,O
involving,O
in,O
genetic,O
predisposition,O
to,O
COVID-19,O
infection,O
[,O
1,O
],O
.,O
It,O
might,O
be,O
a,O
clue,O
to,O
the,O
higher,O
prevalence,O
and,O
severity,O
of,O
COVID-19,O
in,O
men,O
than,O
in,O
women,O
[,O
2,O
],O
.,O
The,O
immune,O
-,O
related,O
genetic,O
variants,O
involving,O
the,O
prior,O
strain,O
of,O
coronavirus,O
",",O
namely,O
SARS,O
-,O
CoV,O
",",O
are,O
suspected,O
to,O
have,O
roles,O
in,O
genetic,O
predisposition,O
of,O
COVID-19,O
infection,O
[,O
3,O
],O
",",O
[,O
4,O
],O
",",O
since,O
COVID-19,O
has,O
80,O
%,O
genetic,O
identity,O
to,O
SARS,O
-,O
CoV,O
[,O
5,O
],O
.,O
COVID-19,O
appears,O
to,O
be,O
less,O
severe,O
in,O
children,O
[,O
10,O
],O
.,O
For,O
membrane,O
fusion,O
to,O
occur,O
–,O
in,O
comparison,O
with,O
other,O
class,O
-,O
I,O
fusion,O
proteins,O
and,O
as,O
described,O
in,O
coronavirus,O
post,O
-,O
fusion,O
structures,O
–,O
the,O
S2,O
component,O
is,O
likely,O
to,O
undergo,O
a,O
major,O
helical,O
rearrangement,O
",",O
in,O
which,O
the,O
long,O
trimer,O
interface,O
helix,O
(,O
spanning,O
residues,O
990–1035,O
),O
grows,O
and,O
extends,O
",",O
by,O
incorporating,O
the,O
refolded,O
turn,O
and,O
helix,O
from,O
the,O
N,O
-,O
terminal,O
portion,O
of,O
HR1,O
",",O
and,O
projects,O
the,O
fusion,O
peptide,O
towards,O
the,O
host,O
cell,O
membrane,O
.,O
Abstract,O
 ,O
Detection,O
of,O
severe,O
acute,O
respiratory,O
syndrome,O
coronavirus,O
2,O
(,O
SARS‐CoV‐2,O
),O
is,O
a,O
crucial,O
tool,O
for,O
fighting,O
the,O
COVID‐19,O
pandemic,O
.,O
This,O
dataset,O
brief,O
presents,O
the,O
exploration,O
of,O
a,O
shotgun,O
proteomics,O
dataset,O
acquired,O
on,O
SARS‐CoV‐2,O
infected,O
Vero,O
cells,O
.,O
The,O
number,O
and,O
proportion,O
of,O
persons,O
infected,O
with,O
COVID-19,O
are,O
mainly,O
determined,O
based,O
on,O
individual,O
testing,O
and,O
laboratory,O
-,O
based,O
bio,O
-,O
molecular,O
diagnostics,O
using,O
",",O
e.g.,O
",",O
reverse,O
transcription,O
-,O
quantitative,O
polymerase,O
chain,O
reaction,O
(,O
RT,O
-,O
qPCR,O
),O
.,O
COVID-19,O
cases,O
are,O
reported,O
by,O
regional,O
health,O
authorities,O
and,O
aggregated,O
on,O
the,O
level,O
of,O
",",O
e.g.,O
",",O
the,O
Federal,O
States,O
in,O
Germany,O
",",O
as,O
well,O
as,O
on,O
a,O
national,O
level,O
(,O
RKI,O
",",O
2020,O
),O
.,O
Medema,O
et,O
al,O
.,O
(,O
2020,O
),O
have,O
shown,O
a,O
good,O
correlation,O
between,O
the,O
number,O
of,O
COVID-19,O
cases,O
and,O
the,O
gene,O
concentration,O
in,O
the,O
wastewater,O
of,O
different,O
Dutch,O
cities,O
.,O
Sequences,O
were,O
identified,O
in,O
terms,O
of,O
the,O
closest,O
homology,O
sequence,O
using,O
BLAST,O
",",O
https://blast.ncbi.nlm.nih.gov/Blast.cgi,O
(,O
database,O
Nucleotide,O
collection,O
(,O
nr,O
/,O
nt,O
),O
using,O
Blastn,O
(,O
optimized,O
for,O
somewhat,O
similar,O
sequences,O
),O
or,O
Megablast,O
(,O
optimized,O
for,O
highly,O
similar,O
sequences,O
),O
),O
.,O
In,O
Germany,O
",",O
local,O
health,O
authorities,O
report,O
the,O
number,O
of,O
COVID-19,O
cases,O
confirmed,O
by,O
laboratory,O
diagnosis,O
after,O
aggregation,O
from,O
the,O
community,O
to,O
district,O
level,O
to,O
state,O
and,O
federal,O
authorities,O
.,O
Whenever,O
available,O
",",O
the,O
cumulative,O
prevalence,O
and,O
the,O
cumulative,O
number,O
of,O
COVID-19,O
patients,O
recovered,O
and,O
deceased,O
were,O
obtained,O
from,O
community,O
-,O
level,O
reports,O
published,O
on,O
the,O
homepages,O
of,O
the,O
responsible,O
local,O
health,O
authorities,O
on,O
April,O
9th,O
",",O
2020,O
.,O
Previous,O
evaluation,O
of,O
the,O
primers,O
and,O
probe,O
within,O
a,O
different,O
test,O
setting,O
analysing,O
patient,O
material,O
or,O
cell,O
culture,O
-,O
derived,O
SARS,O
-,O
CoV-2,O
showed,O
minor,O
cross,O
-,O
reactivity,O
with,O
other,O
human,O
coronaviruses,O
(,O
data,O
not,O
shown,O
),O
.,O
While,O
the,O
sequence,O
of,O
the,O
P12,O
PCR,O
product,O
showed,O
significant,O
similarity,O
to,O
SARS,O
-,O
CoV-2,O
sequence,O
(,O
isolate,O
SARS,O
-,O
CoV-2,O
/,O
human,O
/,O
USA,O
/,O
CA,O
-,O
CZB-1525/2020,O
;,O
Accession,O
:,O
MT628199.1,S-AccessionNumber
),O
confirming,O
the,O
positive,O
identification,O
of,O
human,O
SARS,O
-,O
CoV2,O
by,O
means,O
of,O
RT,O
-,O
qPCR,O
(,O
Supplementary,O
Fig,O
.,O
S1A,O
),O
",",O
no,O
match,O
to,O
SARS,O
-,O
CoV-2,O
was,O
detectable,O
for,O
C2,O
(,O
Supplementary,O
Fig,O
.,O
S1B,O
),O
.,O
In,O
addition,O
",",O
a,O
positive,O
BLAST,O
result,O
for,O
C4,O
with,O
SARS,O
-,O
CoV-2,O
synthetic,O
construct,O
(,O
accession,O
:,O
MT458696.1,S-AccessionNumber
),O
(,O
E,O
value,O
0.002,O
),O
(,O
Supplementary,O
Fig,O
.,O
S1C,O
),O
was,O
found,O
.,O
When,O
sequencing,O
the,O
different,O
PCR,O
amplicons,O
obtained,O
using,O
wastewater,O
samples,O
taken,O
during,O
the,O
SARS,O
-,O
CoV-2,O
pandemic,O
and,O
long,O
before,O
the,O
outbreak,O
(,O
retained,O
samples,O
),O
",",O
distinct,O
results,O
for,O
the,O
test,O
sample,O
(,O
P12,O
),O
which,O
fits,O
SARS,O
-,O
CoV-2,O
/,O
human,O
/,O
USA,O
/,O
CA,O
-,O
CZB-1525/2020,O
isolate,O
from,O
NCBI,S-Repository
 ,O
database,O
was,O
found,O
",",O
but,O
not,O
for,O
the,O
retained,O
samples,O
suggesting,O
an,O
unspecific,O
signal,O
in,O
RT,O
-,O
qPCR,O
",",O
respectively,O
.,O
On,O
the,O
day,O
of,O
our,O
sampling,O
campaign,O
",",O
we,O
estimate,O
the,O
nominal,O
acute,O
incidence,O
of,O
COVID-19,O
to,O
range,O
between,O
30,O
and,O
174,O
cases,O
per,O
"100,000",O
residents,O
in,O
the,O
nine,O
catchment,O
areas,O
studied,O
(,O
Table,O
4,O
),O
.,O
The,O
nine,O
catchment,O
areas,O
studied,O
differ,O
considerably,O
in,O
size,O
",",O
wastewater,O
flow,O
(,O
Table,O
2,O
),O
",",O
and,O
nominal,O
numbers,O
of,O
COVID-19,O
cases,O
at,O
the,O
day,O
of,O
sampling,O
ranging,O
from,O
36,O
to,O
1037,O
acute,O
cases,O
and,O
from,O
85,O
to,O
1924,O
cumulative,O
cases,O
(,O
Table,O
4,O
),O
.,O
Clearly,O
",",O
the,O
estimated,O
nominal,O
number,O
of,O
COVID-19,O
cases,O
increases,O
with,O
increasing,O
measured,O
SARS,O
-,O
CoV-2,O
load,O
",",O
resulting,O
in,O
correlations,O
both,O
for,O
cumulative,O
and,O
acute,O
prevalence,O
(,O
Fig,O
.,O
8A,O
and,O
B,O
),O
.,O
Concurrently,O
",",O
in,O
the,O
last,O
weeks,O
the,O
relevance,O
of,O
the,O
recent,O
COVID‐19,O
(,O
2019‐nCoV,O
),O
outbreak,O
and,O
its,O
effects,O
started,O
to,O
become,O
evident,O
as,O
everybody,O
was,O
monitoring,O
the,O
number,O
of,O
cases,O
registered,O
globally,O
2,O
.,O
On,O
26,O
January,O
2020,O
",",O
the,O
first,O
coronavirus,O
disease,O
2019,O
(,O
COVID-19,O
),O
case,O
was,O
reported,O
in,O
Arizona,O
(,O
third,O
case,O
in,O
the,O
United,O
States,O
),O
(,O
1,O
),O
.,O
In,O
anticipation,O
of,O
COVID-19,O
spreading,O
in,O
Arizona,O
",",O
we,O
initiated,O
a,O
surveillance,O
effort,O
for,O
the,O
local,O
emergence,O
of,O
SARS,O
-,O
CoV-2,O
starting,O
24,O
January,O
2020,O
.,O
Given,O
the,O
estimated,O
1-,O
to,O
14,O
-,O
day,O
incubation,O
period,O
for,O
COVID-19,O
",",O
the,O
spike,O
in,O
cases,O
might,O
be,O
related,O
to,O
university,O
spring,O
break,O
holiday,O
travel,O
(,O
8,O
to,O
15,O
March,O
),O
",",O
as,O
previously,O
seen,O
in,O
other,O
outbreaks,O
(,O
4,O
",",O
5,O
),O
.,O
This,O
generated,O
an,O
NGS,O
data,O
set,O
of,O
20.7,O
to,O
22.7,O
million,O
paired,O
-,O
end,O
reads,O
per,O
sample,O
.,O
GenBank,S-Repository
 ,O
and,O
GISAID,S-Dataset
 ,O
accession,O
numbers,O
were,O
the,O
following,O
:,O
SARS,O
-,O
CoV-2,O
AZ,O
-,O
ASU2922,O
",",O
MT339039,S-AccessionNumber
 ,O
and,O
EPI_ISL_424668,S-AccessionNumber
;,O
SARS,O
-,O
CoV-2,O
AZ,O
-,O
ASU2923,O
",",O
MT339040,S-AccessionNumber
 ,O
and,O
EPI_ISL_424669,S-AccessionNumber
;,O
SARS,O
-,O
CoV-2,O
AZ,O
-,O
ASU2936,O
",",O
MT339041,S-AccessionNumber
 ,O
and,O
EPI_ISL_424671,S-AccessionNumber
;,O
SARS,O
-,O
CoV-2,O
Wuhan1,O
",",O
MN908947.3,S-AccessionNumber
;,O
Pangolin,O
",",O
EPI_ISL_410721,S-AccessionNumber
;,O
Bat,O
-,O
RaTG13,O
",",O
MN996532.1,S-AccessionNumber
;,O
and,O
SARS,O
-,O
CoV,O
",",O
AY278741.1,S-AccessionNumber
.,O
The,O
81,O
-,O
nt,O
(,O
27,O
-,O
amino,O
-,O
acid,O
),O
deletion,O
observed,O
in,O
SARS,O
-,O
CoV-2,O
AZ_ASU2923,O
ORF7a,O
was,O
not,O
present,O
in,O
the,O
"6,290",O
SARS,O
-,O
CoV-2,O
sequences,O
available,O
from,O
GISAID,S-Dataset
 ,O
as,O
of,O
12,O
April,O
2020,O
.,O
The,O
Chinese,O
Centre,O
for,O
Disease,O
Control,O
and,O
Prevention,O
identified,O
this,O
infection,O
as,O
a,O
novel,O
coronavirus,O
infection,O
on,O
Jan,O
7,O
",",O
2020,O
and,O
on,O
Feb,O
11,O
",",O
2020,O
",",O
the,O
WHO,O
announced,O
a,O
new,O
name,O
for,O
the,O
pandemic,O
disease,O
as,O
2019,O
-,O
new,O
coronavirus,O
disease,O
(,O
COVID-19,O
),O
.,O
Studies,O
from,O
Europe,O
",",O
China,O
",",O
and,O
USA,O
on,O
COVID‐19,O
have,O
consistently,O
shown,O
that,O
older,O
age,O
and,O
comorbidity,O
are,O
major,O
risk,O
factors,O
for,O
adverse,O
outcomes,O
and,O
mortality,O
.,O
Although,O
most,O
reported,O
COVID-19,O
cases,O
in,O
China,O
were,O
mild,O
(,O
81,O
%,O
),O
",",O
approximately,O
80,O
%,O
of,O
deaths,O
had,O
occurred,O
among,O
adults,O
population,O
older,O
than,O
60,O
years,O
of,O
age,O
;,O
only,O
one,O
(,O
0.1,O
%,O
),O
death,O
had,O
occurred,O
in,O
a,O
person,O
under,O
19,O
years,O
of,O
age,O
[,O
[,O
3,O
],O
",",O
[,O
4,O
],O
",",O
[,O
5,O
],O
],O
.,O
Data,O
from,O
the,O
UK,O
[,O
10,O
],O
of,O
more,O
than,O
400,O
pregnant,O
patients,O
hospitalised,O
with,O
COVID-19,O
suggest,O
an,O
increased,O
potential,O
for,O
adverse,O
maternal,O
outcomes,O
in,O
pregnant,O
patients,O
hospitalised,O
with,O
confirmed,O
COVID-19,O
infection,O
;,O
while,O
the,O
risk,O
of,O
an,O
intrauterine,O
vertical,O
transmission,O
is,O
inconclusive,O
.,O
Royal,O
college,O
of,O
Obstetrics,O
and,O
Gynaecology,O
recommends,O
that,O
delivery,O
in,O
COVID-19,O
patients,O
should,O
be,O
determined,O
primarily,O
by,O
obstetric,O
indication,O
and,O
recommends,O
against,O
routine,O
separation,O
of,O
affected,O
mothers,O
and,O
their,O
babies,O
[,O
11,O
],O
.,O
Our,O
study,O
aims,O
to,O
provide,O
additional,O
emerging,O
information,O
for,O
maternity,O
and,O
neonatal,O
services,O
planning,O
their,O
response,O
to,O
COVID-19,O
.,O
RT,O
-,O
PCR,O
for,O
SARS,O
-,O
CoV-2,O
nucleic,O
acid,O
was,O
used,O
to,O
determine,O
COVID-19,O
in,O
suspected,O
infection,O
from,O
both,O
maternal,O
and,O
neonatal,O
nasopharyngeal,O
samples,O
.,O
A,O
total,O
of,O
6779,O
pregnant,O
patients,O
attended,O
our,O
Maternity,O
unscheduled,O
triaging,O
system,O
(,O
Fig,O
.,O
1,O
),O
",",O
of,O
which,O
79,O
had,O
suspected,O
COVID-19,O
symptoms,O
for,O
which,O
nasopharyngeal,O
samples,O
for,O
RT,O
-,O
PCR,O
for,O
SARS,O
-,O
CoV-2,O
nucleic,O
acid,O
were,O
taken,O
.,O
23/79,O
(,O
29,O
%,O
),O
of,O
patients,O
had,O
confirmed,O
COVID-19,O
infection,O
based,O
on,O
the,O
RT,O
-,O
PCT,O
test,O
.,O
For,O
all,O
the,O
23,O
patients,O
",",O
chest,O
radiography,O
also,O
showed,O
scattered,O
multiple,O
patchy,O
infiltrates,O
alongside,O
ground,O
glass,O
appearances,O
in,O
both,O
lungs,O
consistent,O
with,O
COVID-19,O
.,O
In,O
our,O
cohort,O
of,O
23,O
women,O
",",O
we,O
had,O
19,O
pregnant,O
women,O
with,O
confirmed,O
COVID-19,O
in,O
their,O
3rd,O
trimester,O
delivering,O
20,O
neonates,O
(,O
18,O
singleton,O
",",O
and,O
1,O
set,O
of,O
twins,O
),O
",",O
and,O
4,O
women,O
with,O
confirmed,O
COVID-19,O
in,O
their,O
second,O
trimester,O
.,O
One,O
new,O
-,O
born,O
",",O
who,O
was,O
